url_surtkey,url,url_host_name,url_host_tld,url_host_2nd_last_part,url_host_3rd_last_part,url_host_4th_last_part,url_host_5th_last_part,url_host_registry_suffix,url_host_registered_domain,url_host_private_suffix,url_host_private_domain,url_host_name_reversed,url_protocol,url_port,url_path,url_query,fetch_time,fetch_status,fetch_redirect,content_digest,content_mime_type,content_mime_detected,content_charset,content_languages,content_truncated,warc_filename,warc_record_offset,warc_record_length,warc_segment,crawl,subset
"br,org,amunop)/noticias/florianopolis-sc-completa-um-mes-sem-registrar-mortes-pela-covid-19",https://amunop.org.br/noticias/florianopolis-sc-completa-um-mes-sem-registrar-mortes-pela-covid-19/,amunop.org.br,br,org,amunop,,,org.br,amunop.org.br,org.br,amunop.org.br,br.org.amunop,https,,/noticias/florianopolis-sc-completa-um-mes-sem-registrar-mortes-pela-covid-19/,,2024-02-26 11:57:12+00,200,,UFKKWN2PLL2EI7QVPKZLSDGOGS7NU6DU,text/html,text/html,UTF-8,por,,crawl-data/CC-MAIN-2024-10/segments/1707947474659.73/warc/CC-MAIN-20240226094435-20240226124435-00577.warc.gz,96477425,19585,1707947474659.73,CC-MAIN-2024-10,warc
